,No,Branch_Code,Original_Name,Name,Generation,Height,Weight,Type1,Type2,Ability1,Ability2,Ability_Hidden,Color,Gender_Male,Gender_Female,Gender_Unknown,Egg_Steps,Egg_Group1,Egg_Group2,Get_Rate,Base_Experience,Experience_Type,Category,Mega_Evolution_Flag,Region_Form,HP,Attack,Defense,SP_Attack,SP_Defense,Speed,Total,E_HP,E_Attack,E_Defense,E_SP_Attack,E_SP_Defense,E_Speed
415,339,339_0,Barboach,Barboach,3,0.4,1.9,Water,Ground,Oblivious,Anticipation,Hydration,Gray,50.0,50.0,0,20,Water2,,190,58,1000000,Ordinary,,,50,48,43,46,41,60,288,1,0,0,0,0,0
416,340,340_0,Whiscash,Whiscash,3,0.9,23.6,Water,Ground,Oblivious,Anticipation,Hydration,Blue,50.0,50.0,0,20,Water2,,75,164,1000000,Ordinary,,,110,78,73,76,71,60,468,2,0,0,0,0,0
417,341,341_0,Corphish,Corphish,3,0.6,11.5,Water,,Hyper Cutter,Shell Armor,Adaptability,Red,50.0,50.0,0,15,Water1,Water3,205,62,1640000,Ordinary,,,43,80,65,50,35,35,308,0,1,0,0,0,0
418,342,342_0,Crawdaunt,Crawdaunt,3,1.1,32.8,Water,Dark,Hyper Cutter,Shell Armor,Adaptability,Red,50.0,50.0,0,15,Water1,Water3,155,164,1640000,Ordinary,,,63,120,85,90,55,55,468,0,2,0,0,0,0
419,343,343_0,Baltoy,Baltoy,3,0.5,21.5,Ground,Psychic,Levitate,,,Brown,0.0,0.0,100,20,Mineral,,255,60,1000000,Ordinary,,,40,40,55,40,70,55,300,0,0,0,0,1,0
420,344,344_0,Claydol,Claydol,3,1.5,108.0,Ground,Psychic,Levitate,,,Black,0.0,0.0,100,20,Mineral,,90,175,1000000,Ordinary,,,60,70,105,70,120,75,500,0,0,0,0,2,0
421,345,345_0,Lileep,Lileep,3,1.0,23.8,Rock,Grass,Suction Cups,,Storm Drain,Purple,87.5,12.5,0,30,Water3,,45,71,600000,Ordinary,,,66,41,77,61,87,23,355,0,0,0,0,1,0
422,346,346_0,Cradily,Cradily,3,1.5,60.4,Rock,Grass,Suction Cups,,Storm Drain,Green,87.5,12.5,0,30,Water3,,45,173,600000,Ordinary,,,86,81,97,81,107,43,495,0,0,0,0,2,0
423,347,347_0,Anorith,Anorith,3,0.7,12.5,Rock,Bug,Battle Armor,,Swift Swim,Gray,87.5,12.5,0,30,Water3,,45,71,600000,Ordinary,,,45,95,50,40,50,75,355,0,1,0,0,0,0
424,348,348_0,Armaldo,Armaldo,3,1.5,68.2,Rock,Bug,Battle Armor,,Swift Swim,Gray,87.5,12.5,0,30,Water3,,45,173,600000,Ordinary,,,75,125,100,70,80,45,495,0,2,0,0,0,0
425,349,349_0,Feebas,Feebas,3,0.6,7.4,Water,,Swift Swim,Oblivious,Adaptability,Brown,50.0,50.0,0,20,Water1,Dragon,255,40,600000,Ordinary,,,20,15,20,10,55,80,200,0,0,0,0,0,1
426,350,350_0,Milotic,Milotic,3,6.2,162.0,Water,,Marvel Scale,Competitive,Cute Charm,Pink,50.0,50.0,0,20,Water1,Dragon,60,189,600000,Ordinary,,,95,60,79,100,125,81,540,0,0,0,0,2,0
427,351,351_0,Castform,Castform,3,0.3,0.8,Normal,,Forecast,,,Gray,50.0,50.0,0,25,Fairy,Amorphous,45,147,1000000,Ordinary,,,70,70,70,70,70,70,420,1,0,0,0,0,0
428,351,351_1,Castform,Castform Sunny Form,3,0.3,0.8,Normal,,Forecast,,,Red,50.0,50.0,0,25,Fairy,Amorphous,45,147,1000000,Ordinary,,,70,70,70,70,70,70,420,1,0,0,0,0,0
429,351,351_2,Castform,Castform Rainy Form,3,0.3,0.8,Normal,,Forecast,,,Blue,50.0,50.0,0,25,Fairy,Amorphous,45,147,1000000,Ordinary,,,70,70,70,70,70,70,420,1,0,0,0,0,0
430,351,351_3,Castform,Castform Snowy Form,3,0.3,0.8,Normal,,Forecast,,,White,50.0,50.0,0,25,Fairy,Amorphous,45,147,1000000,Ordinary,,,70,70,70,70,70,70,420,1,0,0,0,0,0
431,352,352_0,Kecleon,Kecleon,3,1.0,22.0,Normal,,Color Change,,Protean,Green,50.0,50.0,0,20,Ground,,200,154,1059860,Ordinary,,,60,90,70,60,120,40,440,0,0,0,0,1,0
432,353,353_0,Shuppet,Shuppet,3,0.6,2.3,Ghost,,Insomnia,Frisk,Cursed Body,Black,50.0,50.0,0,25,Amorphous,,225,59,800000,Ordinary,,,44,75,35,63,33,45,295,0,1,0,0,0,0
433,354,354_0,Banette,Banette,3,1.1,12.5,Ghost,,Insomnia,Frisk,Cursed Body,Black,50.0,50.0,0,25,Amorphous,,45,159,800000,Ordinary,,,64,115,65,83,63,65,455,0,2,0,0,0,0
434,354,354_1,Banette,Mega Banette,3,1.2,13.0,Ghost,,Prankster,,,Black,50.0,50.0,0,25,Amorphous,,45,194,800000,Ordinary,Mega,,64,165,75,93,83,75,555,0,2,0,0,0,0
435,355,355_0,Duskull,Duskull,3,0.8,15.0,Ghost,,Levitate,,Frisk,Black,50.0,50.0,0,25,Amorphous,,190,59,800000,Ordinary,,,20,40,90,30,90,25,295,0,0,0,0,1,0
436,356,356_0,Dusclops,Dusclops,3,1.6,30.6,Ghost,,Pressure,,Frisk,Black,50.0,50.0,0,25,Amorphous,,90,159,800000,Ordinary,,,40,70,130,60,130,25,455,0,0,1,0,1,0
437,357,357_0,Tropius,Tropius,3,2.0,100.0,Grass,Flying,Chlorophyll,Solar Power,Harvest,Green,50.0,50.0,0,25,Monster,Grass,200,161,1250000,Ordinary,,,99,68,83,72,87,51,460,2,0,0,0,0,0
438,358,358_0,Chimecho,Chimecho,3,0.6,1.0,Psychic,,Levitate,,,Blue,50.0,50.0,0,25,Amorphous,,45,159,800000,Ordinary,,,75,50,80,95,90,65,455,0,0,0,1,1,0
439,359,359_0,Absol,Absol,3,1.2,47.0,Dark,,Pressure,Super Luck,Justified,White,50.0,50.0,0,25,Ground,,30,163,1059860,Ordinary,,,65,130,60,75,60,75,465,0,2,0,0,0,0
440,359,359_1,Absol,Mega Absol,3,1.2,49.0,Dark,,Magic Bounce,,,White,50.0,50.0,0,25,Ground,,30,198,1059860,Ordinary,Mega,,65,150,60,115,60,115,565,0,2,0,0,0,0
441,360,360_0,Wynaut,Wynaut,3,0.6,14.0,Psychic,,Shadow Tag,,Telepathy,Blue,50.0,50.0,0,20,Undiscovered,,125,52,1000000,Ordinary,,,95,23,48,23,48,23,260,1,0,0,0,0,0
442,361,361_0,Snorunt,Snorunt,3,0.7,16.8,Ice,,Inner Focus,Ice Body,Moody,Gray,50.0,50.0,0,20,Fairy,Mineral,190,60,1000000,Ordinary,,,50,50,50,50,50,50,300,1,0,0,0,0,0
443,362,362_0,Glalie,Glalie,3,1.5,256.5,Ice,,Inner Focus,Ice Body,Moody,Gray,50.0,50.0,0,20,Fairy,Mineral,75,168,1000000,Ordinary,,,80,80,80,80,80,80,480,2,0,0,0,0,0
444,362,362_1,Glalie,Mega Glalie,3,2.1,350.2,Ice,,Refrigerate,,,Gray,50.0,50.0,0,20,Fairy,Mineral,75,203,1000000,Ordinary,Mega,,80,120,80,120,80,100,580,2,0,0,0,0,0
445,363,363_0,Spheal,Spheal,3,0.8,39.5,Ice,Water,Thick Fat,Ice Body,Oblivious,Blue,50.0,50.0,0,20,Water1,Ground,255,58,1059860,Ordinary,,,70,40,50,55,50,25,290,1,0,0,0,0,0
446,364,364_0,Sealeo,Sealeo,3,1.1,87.6,Ice,Water,Thick Fat,Ice Body,Oblivious,Blue,50.0,50.0,0,20,Water1,Ground,120,144,1059860,Ordinary,,,90,60,70,75,70,45,410,2,0,0,0,0,0
447,365,365_0,Walrein,Walrein,3,1.4,150.6,Ice,Water,Thick Fat,Ice Body,Oblivious,Blue,50.0,50.0,0,20,Water1,Ground,45,265,1059860,Ordinary,,,110,80,90,95,90,65,530,3,0,0,0,0,0
448,366,366_0,Clamperl,Clamperl,3,0.4,52.5,Water,,Shell Armor,,Rattled,Blue,50.0,50.0,0,20,Water1,,255,69,600000,Ordinary,,,35,64,85,74,55,32,345,0,0,1,0,0,0
449,367,367_0,Huntail,Huntail,3,1.7,27.0,Water,,Swift Swim,,Water Veil,Blue,50.0,50.0,0,20,Water1,,60,170,600000,Ordinary,,,55,104,105,94,75,52,485,0,1,1,0,0,0
450,368,368_0,Gorebyss,Gorebyss,3,1.8,22.6,Water,,Swift Swim,,Hydration,Pink,50.0,50.0,0,20,Water1,,60,170,600000,Ordinary,,,55,84,105,114,75,52,485,0,0,0,2,0,0
451,369,369_0,Relicanth,Relicanth,3,1.0,23.4,Water,Rock,Swift Swim,Rock Head,Sturdy,Gray,87.5,12.5,0,40,Water1,Water2,25,170,1250000,Ordinary,,,100,90,130,45,65,55,485,1,0,1,0,0,0
452,370,370_0,Luvdisc,Luvdisc,3,0.6,8.7,Water,,Swift Swim,,Hydration,Pink,25.0,75.0,0,20,Water2,,225,116,800000,Ordinary,,,43,30,55,40,65,97,330,0,0,0,0,0,1
453,371,371_0,Bagon,Bagon,3,0.6,42.1,Dragon,,Rock Head,,Sheer Force,Blue,50.0,50.0,0,40,Dragon,,45,60,1250000,Ordinary,,,45,75,60,40,30,50,300,0,1,0,0,0,0
454,372,372_0,Shelgon,Shelgon,3,1.1,110.5,Dragon,,Rock Head,,Overcoat,White,50.0,50.0,0,40,Dragon,,45,147,1250000,Ordinary,,,65,95,100,60,50,50,420,0,0,2,0,0,0
455,373,373_0,Salamence,Salamence,3,1.5,102.6,Dragon,Flying,Intimidate,,Moxie,Blue,50.0,50.0,0,40,Dragon,,45,300,1250000,Ordinary,,,95,135,80,110,80,100,600,0,3,0,0,0,0
456,373,373_1,Salamence,Mega Salamence,3,1.8,112.6,Dragon,Flying,Aerilate,,,Blue,50.0,50.0,0,40,Dragon,,45,315,1250000,Ordinary,Mega,,95,145,130,120,90,120,700,0,3,0,0,0,0
457,374,374_0,Beldum,Beldum,3,0.6,95.2,Steel,Psychic,Clear Body,,Light Metal,Blue,0.0,0.0,100,40,Mineral,,3,60,1250000,Ordinary,,,40,55,80,35,60,30,300,0,0,1,0,0,0
458,375,375_0,Metang,Metang,3,1.2,202.5,Steel,Psychic,Clear Body,,Light Metal,Blue,0.0,0.0,100,40,Mineral,,3,147,1250000,Ordinary,,,60,75,100,55,80,50,420,0,0,2,0,0,0
459,376,376_0,Metagross,Metagross,3,1.6,550.0,Steel,Psychic,Clear Body,,Light Metal,Blue,0.0,0.0,100,40,Mineral,,3,300,1250000,Ordinary,,,80,135,130,95,90,70,600,0,0,3,0,0,0
460,376,376_1,Metagross,Mega Metagross,3,2.5,942.9,Steel,Psychic,Tough Claws,,,Blue,0.0,0.0,100,40,Mineral,,3,315,1250000,Ordinary,Mega,,80,145,150,105,110,110,700,0,0,3,0,0,0
461,377,377_0,Regirock,Regirock,3,1.7,230.0,Rock,,Clear Body,,Sturdy,Brown,0.0,0.0,100,80,Undiscovered,,3,290,1250000,Semi-Legendary,,,80,100,200,50,100,50,580,0,0,3,0,0,0
462,378,378_0,Regice,Regice,3,1.8,175.0,Ice,,Clear Body,,Ice Body,Blue,0.0,0.0,100,80,Undiscovered,,3,290,1250000,Semi-Legendary,,,80,50,100,100,200,50,580,0,0,0,0,3,0
463,379,379_0,Registeel,Registeel,3,1.9,205.0,Steel,,Clear Body,,Light Metal,Gray,0.0,0.0,100,80,Undiscovered,,3,290,1250000,Semi-Legendary,,,80,75,150,75,150,50,580,0,0,2,0,1,0
464,380,380_0,Latias,Latias,3,1.4,40.0,Dragon,Psychic,Levitate,,,Red,0.0,100.0,0,120,Undiscovered,,3,300,1250000,Semi-Legendary,,,80,80,90,110,130,110,600,0,0,0,0,3,0
465,380,380_1,Latias,Mega Latias,3,1.8,52.0,Dragon,Psychic,Levitate,,,Purple,0.0,100.0,0,120,Undiscovered,,3,315,1250000,Semi-Legendary,Mega,,80,100,120,140,150,110,700,0,0,0,0,3,0
466,381,381_0,Latios,Latios,3,2.0,60.0,Dragon,Psychic,Levitate,,,Blue,100.0,0.0,0,120,Undiscovered,,3,300,1250000,Semi-Legendary,,,80,90,80,130,110,110,600,0,0,0,3,0,0
467,381,381_1,Latios,Mega Latios,3,2.3,70.0,Dragon,Psychic,Levitate,,,Purple,100.0,0.0,0,120,Undiscovered,,3,315,1250000,Semi-Legendary,Mega,,80,130,100,160,120,110,700,0,0,0,3,0,0
468,382,382_0,Kyogre,Kyogre,3,4.5,352.0,Water,,Drizzle,,,Blue,0.0,0.0,100,120,Undiscovered,,3,335,1250000,Legendary,,,100,100,90,150,140,90,670,0,0,0,3,0,0
469,382,382_1,Kyogre,Primal Kyogre,3,9.8,430.0,Water,,Primordial Sea,,,Blue,0.0,0.0,100,120,Undiscovered,,3,347,1250000,Legendary,,,100,150,90,180,160,90,770,0,0,0,3,0,0
470,383,383_0,Groudon,Groudon,3,3.5,950.0,Ground,,Drought,,,Red,0.0,0.0,100,120,Undiscovered,,3,335,1250000,Legendary,,,100,150,140,100,90,90,670,0,3,0,0,0,0
471,383,383_1,Groudon,Primal Groudon,3,5.0,999.7,Ground,Fire,Desolate Land,,,Red,0.0,0.0,100,120,Undiscovered,,3,347,1250000,Legendary,,,100,180,160,150,90,90,770,0,3,0,0,0,0
472,384,384_0,Rayquaza,Rayquaza,3,7.0,206.5,Dragon,Flying,Air Lock,,,Green,0.0,0.0,100,120,Undiscovered,,45,340,1250000,Legendary,,,105,150,90,150,90,95,680,0,2,0,1,0,0
473,384,384_1,Rayquaza,Mega Rayquaza,3,10.8,392.0,Dragon,Flying,Delta Stream,,,Green,0.0,0.0,100,120,Undiscovered,,45,351,1250000,Legendary,Mega,,105,180,100,180,100,115,780,0,2,0,1,0,0
474,385,385_0,Jirachi,Jirachi,3,0.3,1.1,Steel,Psychic,Serene Grace,,,Yellow,0.0,0.0,100,120,Undiscovered,,3,300,1250000,Mythical,,,100,100,100,100,100,100,600,3,0,0,0,0,0
475,386,386_0,Deoxys,Deoxys,3,1.7,60.8,Psychic,,Pressure,,,Red,0.0,0.0,100,120,Undiscovered,,3,300,1250000,Mythical,,,50,150,50,150,50,150,600,0,1,0,1,0,1
476,386,386_1,Deoxys,Deoxys Attack Form,3,1.7,60.8,Psychic,,Pressure,,,Red,0.0,0.0,100,120,Undiscovered,,3,300,1250000,Mythical,,,50,180,20,180,20,150,600,0,2,0,1,0,0
477,386,386_2,Deoxys,Deoxys Defense Form,3,1.7,60.8,Psychic,,Pressure,,,Red,0.0,0.0,100,120,Undiscovered,,3,300,1250000,Mythical,,,50,70,160,70,160,90,600,0,0,2,0,1,0
478,386,386_3,Deoxys,Deoxys Speed Form,3,1.7,60.8,Psychic,,Pressure,,,Red,0.0,0.0,100,120,Undiscovered,,3,300,1250000,Mythical,,,50,95,90,95,90,180,600,0,0,0,0,0,3
479,387,387_0,Turtwig,Turtwig,4,0.4,10.2,Grass,,Overgrow,,Shell Armor,Green,87.5,12.5,0,20,Monster,Grass,45,64,1059860,Ordinary,,,55,68,64,45,55,31,318,0,1,0,0,0,0
480,388,388_0,Grotle,Grotle,4,1.1,97.0,Grass,,Overgrow,,Shell Armor,Green,87.5,12.5,0,20,Monster,Grass,45,142,1059860,Ordinary,,,75,89,85,55,65,36,405,0,1,1,0,0,0
481,389,389_0,Torterra,Torterra,4,2.2,310.0,Grass,Ground,Overgrow,,Shell Armor,Green,87.5,12.5,0,20,Monster,Grass,45,236,1059860,Ordinary,,,95,109,105,75,85,56,525,0,2,1,0,0,0
482,390,390_0,Chimchar,Chimchar,4,0.5,6.2,Fire,,Blaze,,Iron Fist,Brown,87.5,12.5,0,20,Ground,Human-Like,45,62,1059860,Ordinary,,,44,58,44,58,44,61,309,0,0,0,0,0,1
483,391,391_0,Monferno,Monferno,4,0.9,22.0,Fire,Fighting,Blaze,,Iron Fist,Brown,87.5,12.5,0,20,Ground,Human-Like,45,142,1059860,Ordinary,,,64,78,52,78,52,81,405,0,0,0,1,0,1
484,392,392_0,Infernape,Infernape,4,1.2,55.0,Fire,Fighting,Blaze,,Iron Fist,Brown,87.5,12.5,0,20,Ground,Human-Like,45,240,1059860,Ordinary,,,76,104,71,104,71,108,534,0,1,0,1,0,1
485,393,393_0,Piplup,Piplup,4,0.4,5.2,Water,,Torrent,,Defiant,Blue,87.5,12.5,0,20,Water1,Ground,45,63,1059860,Ordinary,,,53,51,53,61,56,40,314,0,0,0,1,0,0
486,394,394_0,Prinplup,Prinplup,4,0.8,23.0,Water,,Torrent,,Defiant,Blue,87.5,12.5,0,20,Water1,Ground,45,142,1059860,Ordinary,,,64,66,68,81,76,50,405,0,0,0,2,0,0
487,395,395_0,Empoleon,Empoleon,4,1.7,84.5,Water,Steel,Torrent,,Defiant,Blue,87.5,12.5,0,20,Water1,Ground,45,239,1059860,Ordinary,,,84,86,88,111,101,60,530,0,0,0,3,0,0
488,396,396_0,Starly,Starly,4,0.3,2.0,Normal,Flying,Keen Eye,,Reckless,Brown,50.0,50.0,0,15,Flying,,255,49,1059860,Ordinary,,,40,55,30,30,30,60,245,0,0,0,0,0,1
489,397,397_0,Staravia,Staravia,4,0.6,15.5,Normal,Flying,Intimidate,,Reckless,Brown,50.0,50.0,0,15,Flying,,120,119,1059860,Ordinary,,,55,75,50,40,40,80,340,0,0,0,0,0,2
490,398,398_0,Staraptor,Staraptor,4,1.2,24.9,Normal,Flying,Intimidate,,Reckless,Brown,50.0,50.0,0,15,Flying,,45,243,1059860,Ordinary,,,85,120,70,50,60,100,485,0,3,0,0,0,0
491,399,399_0,Bidoof,Bidoof,4,0.5,20.0,Normal,,Simple,Unaware,Moody,Brown,50.0,50.0,0,15,Water1,Ground,255,50,1000000,Ordinary,,,59,45,40,35,40,31,250,1,0,0,0,0,0
492,400,400_0,Bibarel,Bibarel,4,1.0,31.5,Normal,Water,Simple,Unaware,Moody,Brown,50.0,50.0,0,15,Water1,Ground,127,144,1000000,Ordinary,,,79,85,60,55,60,71,410,0,2,0,0,0,0
493,401,401_0,Kricketot,Kricketot,4,0.3,2.2,Bug,,Shed Skin,,Run Away,Red,50.0,50.0,0,15,Bug,,255,39,1059860,Ordinary,,,37,25,41,25,41,25,194,0,0,1,0,0,0
494,402,402_0,Kricketune,Kricketune,4,1.0,25.5,Bug,,Swarm,,Technician,Red,50.0,50.0,0,15,Bug,,45,134,1059860,Ordinary,,,77,85,51,55,51,65,384,0,2,0,0,0,0
495,403,403_0,Shinx,Shinx,4,0.5,9.5,Electric,,Rivalry,Intimidate,Guts,Blue,50.0,50.0,0,20,Ground,,235,53,1059860,Ordinary,,,45,65,34,40,34,45,263,0,1,0,0,0,0
496,404,404_0,Luxio,Luxio,4,0.9,30.5,Electric,,Rivalry,Intimidate,Guts,Blue,50.0,50.0,0,20,Ground,,120,127,1059860,Ordinary,,,60,85,49,60,49,60,363,0,2,0,0,0,0
497,405,405_0,Luxray,Luxray,4,1.4,42.0,Electric,,Rivalry,Intimidate,Guts,Blue,50.0,50.0,0,20,Ground,,45,262,1059860,Ordinary,,,80,120,79,95,79,70,523,0,3,0,0,0,0
498,406,406_0,Budew,Budew,4,0.2,1.2,Grass,Poison,Natural Cure,Poison Point,Leaf Guard,Green,50.0,50.0,0,20,Undiscovered,,255,56,1059860,Ordinary,,,40,30,35,50,70,55,280,0,0,0,1,0,0
499,407,407_0,Roserade,Roserade,4,0.9,14.5,Grass,Poison,Natural Cure,Poison Point,Technician,Green,50.0,50.0,0,20,Fairy,Grass,75,258,1059860,Ordinary,,,60,70,65,125,105,90,515,0,0,0,3,0,0
500,408,408_0,Cranidos,Cranidos,4,0.9,31.5,Rock,,Mold Breaker,,Sheer Force,Blue,87.5,12.5,0,30,Monster,,45,70,600000,Ordinary,,,67,125,40,30,30,58,350,0,1,0,0,0,0
501,409,409_0,Rampardos,Rampardos,4,1.6,102.5,Rock,,Mold Breaker,,Sheer Force,Blue,87.5,12.5,0,30,Monster,,45,173,600000,Ordinary,,,97,165,60,65,50,58,495,0,2,0,0,0,0
502,410,410_0,Shieldon,Shieldon,4,0.5,57.0,Rock,Steel,Sturdy,,Soundproof,Gray,87.5,12.5,0,30,Monster,,45,70,600000,Ordinary,,,30,42,118,42,88,30,350,0,0,1,0,0,0
503,411,411_0,Bastiodon,Bastiodon,4,1.3,149.5,Rock,Steel,Sturdy,,Soundproof,Gray,87.5,12.5,0,30,Monster,,45,173,600000,Ordinary,,,60,52,168,47,138,30,495,0,0,2,0,0,0
504,412,412_0,Burmy,Burmy Plant Form,4,0.2,3.4,Bug,,Shed Skin,,Overcoat,Green,50.0,50.0,0,15,Bug,,120,45,1000000,Ordinary,,,40,29,45,29,45,36,224,0,0,0,0,1,0
505,412,412_1,Burmy,Burmy Sandy Form,4,0.2,3.4,Bug,,Shed Skin,,Overcoat,Brown,50.0,50.0,0,15,Bug,,120,45,1000000,Ordinary,,,40,29,45,29,45,36,224,0,0,0,0,1,0
506,412,412_2,Burmy,Burmy Trash Form,4,0.2,3.4,Bug,,Shed Skin,,Overcoat,Red,50.0,50.0,0,15,Bug,,120,45,1000000,Ordinary,,,40,29,45,29,45,36,224,0,0,0,0,1,0
507,413,413_0,Wormadam,Wormadam Plant Form,4,0.5,6.5,Bug,Grass,Anticipation,,Overcoat,Green,0.0,100.0,0,15,Bug,,45,148,1000000,Ordinary,,,60,59,85,79,105,36,424,0,0,0,0,2,0
508,413,413_1,Wormadam,Wormadam Sandy Form,4,0.5,6.5,Bug,Ground,Anticipation,,Overcoat,Brown,0.0,100.0,0,15,Bug,,45,148,1000000,Ordinary,,,60,79,105,59,85,36,424,0,0,2,0,0,0
509,413,413_2,Wormadam,Wormadam Trash Form,4,0.5,6.5,Bug,Steel,Anticipation,,Overcoat,Red,0.0,100.0,0,15,Bug,,45,148,1000000,Ordinary,,,60,69,95,69,95,36,424,0,0,1,0,1,0
510,414,414_0,Mothim,Mothim,4,0.9,23.3,Bug,Flying,Swarm,,Tinted Lens,Yellow,100.0,0.0,0,15,Bug,,45,148,1000000,Ordinary,,,70,94,50,94,50,66,424,0,1,0,1,0,0
511,415,415_0,Combee,Combee,4,0.3,5.5,Bug,Flying,Honey Gather,,Hustle,Yellow,87.5,12.5,0,15,Bug,,120,49,1059860,Ordinary,,,30,30,42,30,42,70,244,0,0,0,0,0,1
512,416,416_0,Vespiquen,Vespiquen,4,1.2,38.5,Bug,Flying,Pressure,,Unnerve,Yellow,0.0,100.0,0,15,Bug,,45,166,1059860,Ordinary,,,70,80,102,80,102,40,474,0,0,1,0,1,0
513,417,417_0,Pachirisu,Pachirisu,4,0.4,3.9,Electric,,Run Away,Pickup,Volt Absorb,White,50.0,50.0,0,10,Ground,Fairy,200,142,1000000,Ordinary,,,60,45,70,45,90,95,405,0,0,0,0,0,1
514,418,418_0,Buizel,Buizel,4,0.7,29.5,Water,,Swift Swim,,Water Veil,Brown,50.0,50.0,0,20,Water1,Ground,190,66,1000000,Ordinary,,,55,65,35,60,30,85,330,0,0,0,0,0,1
515,419,419_0,Floatzel,Floatzel,4,1.1,33.5,Water,,Swift Swim,,Water Veil,Brown,50.0,50.0,0,20,Water1,Ground,75,173,1000000,Ordinary,,,85,105,55,85,50,115,495,0,0,0,0,0,2
516,420,420_0,Cherubi,Cherubi,4,0.4,3.3,Grass,,Chlorophyll,,,Pink,50.0,50.0,0,20,Fairy,Grass,190,55,1000000,Ordinary,,,45,35,45,62,53,35,275,0,0,0,1,0,0
517,421,421_0,Cherrim,Cherrim,4,0.5,9.3,Grass,,Flower Gift,,,Purple,50.0,50.0,0,20,Fairy,Grass,75,158,1000000,Ordinary,,,70,60,70,87,78,85,450,0,0,0,2,0,0
518,421,421_1,Cherrim,Cherrim Sunshine Form,4,0.5,9.3,Grass,,Flower Gift,,,Pink,50.0,50.0,0,20,Fairy,Grass,75,158,1000000,Ordinary,,,70,60,70,87,78,85,450,0,0,0,2,0,0
519,422,422_0,Shellos,Shellos East-Sea Form,4,0.3,6.3,Water,,Sticky Hold,Storm Drain,Sand Force,Purple,50.0,50.0,0,20,Water1,Amorphous,190,65,1000000,Ordinary,,,76,48,48,57,62,34,325,1,0,0,0,0,0
520,422,422_1,Shellos,Shellos West-Sea Form,4,0.3,6.3,Water,,Sticky Hold,Storm Drain,Sand Force,Blue,50.0,50.0,0,20,Water1,Amorphous,190,65,1000000,Ordinary,,,76,48,48,57,62,34,325,1,0,0,0,0,0
521,423,423_0,Gastrodon,Gastrodon East-Sea Form,4,0.9,29.9,Water,Ground,Sticky Hold,Storm Drain,Sand Force,Purple,50.0,50.0,0,20,Water1,Amorphous,75,166,1000000,Ordinary,,,111,83,68,92,82,39,475,2,0,0,0,0,0
522,423,423_1,Gastrodon,Gastrodon West-Sea Form,4,0.9,29.9,Water,Ground,Sticky Hold,Storm Drain,Sand Force,Blue,50.0,50.0,0,20,Water1,Amorphous,75,166,1000000,Ordinary,,,111,83,68,92,82,39,475,2,0,0,0,0,0
523,424,424_0,Ambipom,Ambipom,4,1.2,20.3,Normal,,Technician,Pickup,Skill Link,Purple,50.0,50.0,0,20,Ground,,45,169,800000,Ordinary,,,75,100,66,60,66,115,482,0,0,0,0,0,2
524,425,425_0,Drifloon,Drifloon,4,0.4,1.2,Ghost,Flying,Aftermath,Unburden,Flare Boost,Purple,50.0,50.0,0,30,Amorphous,,125,70,1640000,Ordinary,,,90,50,34,60,44,70,348,1,0,0,0,0,0
525,426,426_0,Drifblim,Drifblim,4,1.2,15.0,Ghost,Flying,Aftermath,Unburden,Flare Boost,Purple,50.0,50.0,0,30,Amorphous,,60,174,1640000,Ordinary,,,150,80,44,90,54,80,498,2,0,0,0,0,0
526,427,427_0,Buneary,Buneary,4,0.4,5.5,Normal,,Run Away,Klutz,Limber,Brown,50.0,50.0,0,20,Ground,Human-Like,190,70,1000000,Ordinary,,,55,66,44,44,56,85,350,0,0,0,0,0,1
527,428,428_0,Lopunny,Lopunny,4,1.2,33.3,Normal,,Cute Charm,Klutz,Limber,Brown,50.0,50.0,0,20,Ground,Human-Like,60,168,1000000,Ordinary,,,65,76,84,54,96,105,480,0,0,0,0,0,2
528,428,428_1,Lopunny,Mega Lopunny,4,1.3,28.3,Normal,Fighting,Scrappy,,,Brown,50.0,50.0,0,20,Ground,Human-Like,60,203,1000000,Ordinary,Mega,,65,136,94,54,96,135,580,0,0,0,0,0,2
529,429,429_0,Mismagius,Mismagius,4,0.9,4.4,Ghost,,Levitate,,,Purple,50.0,50.0,0,25,Amorphous,,45,173,800000,Ordinary,,,60,60,60,105,105,105,495,0,0,0,1,1,0
530,430,430_0,Honchkrow,Honchkrow,4,0.9,27.3,Dark,Flying,Insomnia,Super Luck,Moxie,Black,50.0,50.0,0,20,Flying,,30,177,1059860,Ordinary,,,100,125,52,105,52,71,505,0,2,0,0,0,0
531,431,431_0,Glameow,Glameow,4,0.5,3.9,Normal,,Limber,Own Tempo,Keen Eye,Gray,25.0,75.0,0,20,Ground,,190,62,800000,Ordinary,,,49,55,42,42,37,85,310,0,0,0,0,0,1
532,432,432_0,Purugly,Purugly,4,1.0,43.8,Normal,,Thick Fat,Own Tempo,Defiant,Gray,25.0,75.0,0,20,Ground,,75,158,800000,Ordinary,,,71,82,64,64,59,112,452,0,0,0,0,0,2
533,433,433_0,Chingling,Chingling,4,0.2,0.6,Psychic,,Levitate,,,Yellow,50.0,50.0,0,25,Undiscovered,,120,57,800000,Ordinary,,,45,30,50,65,50,45,285,0,0,0,1,0,0
534,434,434_0,Stunky,Stunky,4,0.4,19.2,Poison,Dark,Stench,Aftermath,Keen Eye,Purple,50.0,50.0,0,20,Ground,,225,66,1000000,Ordinary,,,63,63,47,41,41,74,329,0,0,0,0,0,1
