,No,Branch_Code,Original_Name,Name,Generation,Height,Weight,Type1,Type2,Ability1,Ability2,Ability_Hidden,Color,Egg_Group1,Egg_Group2,Category,Region_Form,is_mega
966,799,799_0,Guzzlord,Guzzlord,7,5.5,888.0,Dark,Dragon,Beast Boost,,,Black,Undiscovered,,Semi-Legendary,,False
967,800,800_0,Necrozma,Necrozma,7,2.4,230.0,Psychic,,Prism Armor,,,Black,Undiscovered,,Legendary,,False
968,800,800_1,Necrozma,Dusk Mane Necrozma,7,3.8,460.0,Psychic,Steel,Prism Armor,,,Yellow,Undiscovered,,Legendary,,False
969,800,800_2,Necrozma,Dawn Wings Necrozma,7,4.2,350.0,Psychic,Ghost,Prism Armor,,,Blue,Undiscovered,,Legendary,,False
970,800,800_3,Necrozma,Ultra Necrozma,7,7.5,230.0,Psychic,Dragon,Neuroforce,,,Yellow,Undiscovered,,Legendary,,False
971,801,801_0,Magearna,Magearna,7,1.0,80.5,Steel,Fairy,Soul-Heart,,,Gray,Undiscovered,,Mythical,,False
972,802,802_0,Marshadow,Marshadow,7,0.7,22.2,Fighting,Ghost,Technician,,,Gray,Undiscovered,,Mythical,,False
973,803,803_0,Poipole,Poipole,7,0.6,1.8,Poison,,Beast Boost,,,Purple,Undiscovered,,Semi-Legendary,,False
974,804,804_0,Naganadel,Naganadel,7,3.6,150.0,Poison,Dragon,Beast Boost,,,Purple,Undiscovered,,Semi-Legendary,,False
975,805,805_0,Stakataka,Stakataka,7,5.5,820.0,Rock,Steel,Beast Boost,,,Gray,Undiscovered,,Semi-Legendary,,False
976,806,806_0,Blacephalon,Blacephalon,7,1.8,13.0,Fire,Ghost,Beast Boost,,,White,Undiscovered,,Semi-Legendary,,False
977,807,807_0,Zeraora,Zeraora,7,1.5,44.5,Electric,,Volt Absorb,,,Yellow,Undiscovered,,Mythical,,False
978,808,808_0,Meltan,Meltan,7,0.2,8.0,Steel,,Magnet Pull,,,Gray,Undiscovered,,Mythical,,False
979,809,809_0,Melmetal,Melmetal,7,2.5,800.0,Steel,,Iron Fist,,,Gray,Undiscovered,,Mythical,,False
980,810,810_0,Grookey,Grookey,8,0.3,5.0,Grass,,Overgrow,,Grassy Surge,Green,Ground,Grass,Ordinary,,False
981,811,811_0,Thwackey,Thwackey,8,0.7,14.0,Grass,,Overgrow,,Grassy Surge,Green,Ground,Grass,Ordinary,,False
982,812,812_0,Rillaboom,Rillaboom,8,2.1,90.0,Grass,,Overgrow,,Grassy Surge,Green,Ground,Grass,Ordinary,,False
983,813,813_0,Scorbunny,Scorbunny,8,0.3,4.5,Fire,,Blaze,,Libero,White,Ground,Human-Like,Ordinary,,False
984,814,814_0,Raboot,Raboot,8,0.6,9.0,Fire,,Blaze,,Libero,Gray,Ground,Human-Like,Ordinary,,False
985,815,815_0,Cinderace,Cinderace,8,1.4,33.0,Fire,,Blaze,,Libero,White,Ground,Human-Like,Ordinary,,False
986,816,816_0,Sobble,Sobble,8,0.3,4.0,Water,,Torrent,,Sniper,Blue,Water1,Ground,Ordinary,,False
987,817,817_0,Drizzile,Drizzile,8,0.7,11.5,Water,,Torrent,,Sniper,Blue,Water1,Ground,Ordinary,,False
988,818,818_0,Inteleon,Inteleon,8,1.9,45.2,Water,,Torrent,,Sniper,Blue,Water1,Ground,Ordinary,,False
989,819,819_0,Skwovet,Skwovet,8,0.3,2.5,Normal,,Cheek Pouch,,Gluttony,Brown,Ground,,Ordinary,,False
990,820,820_0,Greedent,Greedent,8,0.6,6.0,Normal,,Cheek Pouch,,Gluttony,Brown,Ground,,Ordinary,,False
991,821,821_0,Rookidee,Rookidee,8,0.2,1.8,Flying,,Keen Eye,Unnerve,Big Pecks,Blue,Flying,,Ordinary,,False
992,822,822_0,Corvisquire,Corvisquire,8,0.8,16.0,Flying,,Keen Eye,Unnerve,Big Pecks,Blue,Flying,,Ordinary,,False
993,823,823_0,Corviknight,Corviknight,8,2.2,75.0,Flying,Steel,Pressure,Unnerve,Mirror Armor,Purple,Flying,,Ordinary,,False
994,824,824_0,Blipbug,Blipbug,8,0.4,8.0,Bug,,Swarm,Compound Eyes,Telepathy,Blue,Bug,,Ordinary,,False
995,825,825_0,Dottler,Dottler,8,0.4,19.5,Bug,Psychic,Swarm,Compound Eyes,Telepathy,Yellow,Bug,,Ordinary,,False
996,826,826_0,Orbeetle,Orbeetle,8,0.4,40.8,Bug,Psychic,Swarm,Frisk,Telepathy,Red,Bug,,Ordinary,,False
997,827,827_0,Nickit,Nickit,8,0.6,8.9,Dark,,Run Away,Unburden,Stakeout,Brown,Ground,,Ordinary,,False
998,828,828_0,Thievul,Thievul,8,1.2,19.9,Dark,,Run Away,Unburden,Stakeout,Brown,Ground,,Ordinary,,False
999,829,829_0,Gossifleur,Gossifleur,8,0.4,2.2,Grass,,Cotton Down,Regenerator,Effect Spore,Green,Grass,,Ordinary,,False
1000,830,830_0,Eldegoss,Eldegoss,8,0.5,2.5,Grass,,Cotton Down,Regenerator,Effect Spore,Green,Grass,,Ordinary,,False
1001,831,831_0,Wooloo,Wooloo,8,0.6,6.0,Normal,,Fluffy,Run Away,Bulletproof,White,Ground,,Ordinary,,False
1002,832,832_0,Dubwool,Dubwool,8,1.3,43.0,Normal,,Fluffy,Steadfast,Bulletproof,White,Ground,,Ordinary,,False
1003,833,833_0,Chewtle,Chewtle,8,0.3,8.5,Water,,Strong Jaw,Shell Armor,Swift Swim,Green,Monster,Water1,Ordinary,,False
1004,834,834_0,Drednaw,Drednaw,8,1.0,115.5,Water,Rock,Strong Jaw,Shell Armor,Swift Swim,Green,Monster,Water1,Ordinary,,False
1005,835,835_0,Yamper,Yamper,8,0.3,13.5,Electric,,Ball Fetch,,Rattled,Yellow,Ground,,Ordinary,,False
1006,836,836_0,Boltund,Boltund,8,1.0,34.0,Electric,,Strong Jaw,,Competitive,Yellow,Ground,,Ordinary,,False
1007,837,837_0,Rolycoly,Rolycoly,8,0.3,12.0,Rock,,Steam Engine,Heatproof,Flash Fire,Black,Mineral,,Ordinary,,False
1008,838,838_0,Carkol,Carkol,8,1.1,78.0,Rock,Fire,Steam Engine,Flame Body,Flash Fire,Black,Mineral,,Ordinary,,False
1009,839,839_0,Coalossal,Coalossal,8,2.8,310.5,Rock,Fire,Steam Engine,Flame Body,Flash Fire,Black,Mineral,,Ordinary,,False
1010,840,840_0,Applin,Applin,8,0.2,0.5,Grass,Dragon,Ripen,Gluttony,Bulletproof,Green,Grass,Dragon,Ordinary,,False
1011,841,841_0,Flapple,Flapple,8,0.3,1.0,Grass,Dragon,Ripen,Gluttony,Hustle,Green,Grass,Dragon,Ordinary,,False
1012,842,842_0,Appletun,Appletun,8,0.4,13.0,Grass,Dragon,Ripen,Gluttony,Thick Fat,Green,Grass,Dragon,Ordinary,,False
1013,843,843_0,Silicobra,Silicobra,8,2.2,7.6,Ground,,Sand Spit,Shed Skin,Sand Veil,Green,Ground,Dragon,Ordinary,,False
1014,844,844_0,Sandaconda,Sandaconda,8,3.8,65.5,Ground,,Sand Spit,Shed Skin,Sand Veil,Green,Ground,Dragon,Ordinary,,False
1015,845,845_0,Cramorant,Cramorant,8,0.8,18.0,Flying,Water,Gulp Missile,,,Blue,Water1,Flying,Ordinary,,False
1016,846,846_0,Arrokuda,Arrokuda,8,0.5,1.0,Water,,Swift Swim,,Propeller Tail,Brown,Water2,,Ordinary,,False
1017,847,847_0,Barraskewda,Barraskewda,8,1.3,30.0,Water,,Swift Swim,,Propeller Tail,Brown,Water2,,Ordinary,,False
1018,848,848_0,Toxel,Toxel,8,0.4,11.0,Electric,Poison,Rattled,Static,Klutz,Purple,Undiscovered,,Ordinary,,False
1019,849,849_0,Toxtricity,Toxtricity Amped Form,8,1.6,40.0,Electric,Poison,Punk Rock,Plus,Technician,Purple,Human-Like,,Ordinary,,False
1020,849,849_1,Toxtricity,Toxtricity Low-Key Form,8,1.6,40.0,Electric,Poison,Punk Rock,Minus,Technician,Purple,Human-Like,,Ordinary,,False
1021,850,850_0,Sizzlipede,Sizzlipede,8,0.7,1.0,Fire,Bug,Flash Fire,White Smoke,Flame Body,Red,Bug,,Ordinary,,False
1022,851,851_0,Centiskorch,Centiskorch,8,3.0,120.0,Fire,Bug,Flash Fire,White Smoke,Flame Body,Red,Bug,,Ordinary,,False
1023,852,852_0,Clobbopus,Clobbopus,8,0.6,4.0,Fighting,,Limber,,Technician,Brown,Water1,Human-Like,Ordinary,,False
1024,853,853_0,Grapploct,Grapploct,8,1.6,39.0,Fighting,,Limber,,Technician,Blue,Water1,Human-Like,Ordinary,,False
1025,854,854_0,Sinistea,Sinistea,8,0.1,0.2,Ghost,,Weak Armor,,Cursed Body,Purple,Mineral,Amorphous,Ordinary,,False
1026,855,855_0,Polteageist,Polteageist,8,0.2,0.4,Ghost,,Weak Armor,,Cursed Body,Purple,Mineral,Amorphous,Ordinary,,False
1027,856,856_0,Hatenna,Hatenna,8,0.4,3.4,Psychic,,Healer,Anticipation,Magic Bounce,Pink,Fairy,,Ordinary,,False
1028,857,857_0,Hattrem,Hattrem,8,0.6,4.8,Psychic,,Healer,Anticipation,Magic Bounce,Pink,Fairy,,Ordinary,,False
1029,858,858_0,Hatterene,Hatterene,8,2.1,5.1,Psychic,Fairy,Healer,Anticipation,Magic Bounce,Pink,Fairy,,Ordinary,,False
1030,859,859_0,Impidimp,Impidimp,8,0.4,5.5,Dark,Fairy,Prankster,Frisk,Pickpocket,Pink,Fairy,Human-Like,Ordinary,,False
1031,860,860_0,Morgrem,Morgrem,8,0.8,12.5,Dark,Fairy,Prankster,Frisk,Pickpocket,Pink,Fairy,Human-Like,Ordinary,,False
1032,861,861_0,Grimmsnarl,Grimmsnarl,8,1.5,61.0,Dark,Fairy,Prankster,Frisk,Pickpocket,Purple,Fairy,Human-Like,Ordinary,,False
1033,862,862_0,Obstagoon,Obstagoon,8,1.6,46.0,Dark,Normal,Reckless,Guts,Defiant,Gray,Ground,,Ordinary,,False
1034,863,863_0,Perrserker,Perrserker,8,0.8,28.0,Steel,,Battle Armor,Tough Claws,Steely Spirit,Brown,Ground,,Ordinary,,False
1035,864,864_0,Cursola,Cursola,8,1.0,0.4,Ghost,,Weak Armor,,Perish Body,White,Water1,Water3,Ordinary,,False
1036,865,865_0,Sirfetch'd,Sirfetch'd,8,0.8,117.0,Fighting,,Steadfast,,Scrappy,White,Flying,Ground,Ordinary,,False
1037,866,866_0,Mr. Rime,Mr. Rime,8,1.5,58.2,Ice,Psychic,Tangled Feet,Screen Cleaner,Ice Body,Purple,Human-Like,,Ordinary,,False
1038,867,867_0,Runerigus,Runerigus,8,1.6,66.6,Ground,Ghost,Wandering Spirit,,,Gray,Mineral,Amorphous,Ordinary,,False
1039,868,868_0,Milcery,Milcery,8,0.2,0.3,Fairy,,Sweet Veil,,Aroma Veil,White,Fairy,Amorphous,Ordinary,,False
1040,869,869_0,Alcremie,Alcremie,8,0.3,0.5,Fairy,,Sweet Veil,,Aroma Veil,White,Fairy,Amorphous,Ordinary,,False
1041,870,870_0,Falinks,Falinks,8,3.0,62.0,Fighting,,Battle Armor,,Defiant,Yellow,Fairy,Mineral,Ordinary,,False
1042,871,871_0,Pincurchin,Pincurchin,8,0.3,1.0,Electric,,Lightning Rod,,Electric Surge,Purple,Water1,Amorphous,Ordinary,,False
1043,872,872_0,Snom,Snom,8,0.3,3.8,Ice,Bug,Shield Dust,,Ice Scales,White,Bug,,Ordinary,,False
1044,873,873_0,Frosmoth,Frosmoth,8,1.3,42.0,Ice,Bug,Shield Dust,,Ice Scales,White,Bug,,Ordinary,,False
1045,874,874_0,Stonjourner,Stonjourner,8,2.5,520.0,Rock,,Power Spot,,,Gray,Mineral,,Ordinary,,False
1046,875,875_0,Eiscue,Eiscue Ice Face,8,1.4,89.0,Ice,,Ice Face,,,Blue,Water1,Ground,Ordinary,,False
1047,875,875_1,Eiscue,Eiscue Noice Face,8,1.4,89.0,Ice,,Ice Face,,,Blue,Water1,Ground,Ordinary,,False
1048,876,876_0,Indeedee,Indeedee Male,8,0.9,28.0,Psychic,Normal,Inner Focus,Synchronize,Psychic Surge,Purple,Fairy,,Ordinary,,False
1049,876,876_1,Indeedee,Indeedee Female,8,0.9,28.0,Psychic,Normal,Own Tempo,Synchronize,Psychic Surge,Purple,Fairy,,Ordinary,,False
1050,877,877_0,Morpeko,Morpeko Full Berry Mode,8,0.3,3.0,Electric,Dark,Hunger Switch,,,Yellow,Ground,Fairy,Ordinary,,False
1051,877,877_1,Morpeko,Morpeko Hangry Mode,8,0.3,3.0,Electric,Dark,Hunger Switch,,,Purple,Ground,Fairy,Ordinary,,False
1052,878,878_0,Cufant,Cufant,8,1.2,100.0,Steel,,Sheer Force,,Heavy Metal,Yellow,Ground,Mineral,Ordinary,,False
1053,879,879_0,Copperajah,Copperajah,8,3.0,650.0,Steel,,Sheer Force,,Heavy Metal,Green,Ground,Mineral,Ordinary,,False
1054,880,880_0,Dracozolt,Dracozolt,8,1.8,190.0,Electric,Dragon,Volt Absorb,Hustle,Sand Rush,Green,Undiscovered,,Ordinary,,False
1055,881,881_0,Arctozolt,Arctozolt,8,2.3,150.0,Electric,Ice,Volt Absorb,Static,Slush Rush,Blue,Undiscovered,,Ordinary,,False
1056,882,882_0,Dracovish,Dracovish,8,2.3,215.0,Water,Dragon,Water Absorb,Strong Jaw,Sand Rush,Green,Undiscovered,,Ordinary,,False
1057,883,883_0,Arctovish,Arctovish,8,2.0,175.0,Water,Ice,Water Absorb,Ice Body,Slush Rush,Blue,Undiscovered,,Ordinary,,False
1058,884,884_0,Duraludon,Duraludon,8,1.8,40.0,Steel,Dragon,Light Metal,Heavy Metal,Stalwart,White,Mineral,Dragon,Ordinary,,False
1059,885,885_0,Dreepy,Dreepy,8,0.5,2.0,Dragon,Ghost,Clear Body,Infiltrator,Cursed Body,Green,Amorphous,Dragon,Ordinary,,False
1060,886,886_0,Drakloak,Drakloak,8,1.4,11.0,Dragon,Ghost,Clear Body,Infiltrator,Cursed Body,Green,Amorphous,Dragon,Ordinary,,False
1061,887,887_0,Dragapult,Dragapult,8,3.0,50.0,Dragon,Ghost,Clear Body,Infiltrator,Cursed Body,Green,Amorphous,Dragon,Ordinary,,False
1062,888,888_0,Zacian,Zacian Hero of Many Battles,8,2.8,110.0,Fairy,,Intrepid Sword,,,Blue,Undiscovered,,Legendary,,False
1063,888,888_1,Zacian,Zacian Crowned Sword,8,2.8,355.0,Fairy,Steel,Intrepid Sword,,,Blue,Undiscovered,,Legendary,,False
1064,889,889_0,Zamazenta,Zamazenta Hero of Many Battles,8,2.9,210.0,Fighting,,Dauntless Shield,,,Red,Undiscovered,,Legendary,,False
1065,889,889_1,Zamazenta,Zamazenta Crowned Shield,8,2.9,785.0,Fighting,Steel,Dauntless Shield,,,Red,Undiscovered,,Legendary,,False
1066,890,890_0,Eternatus,Eternatus,8,20.0,950.0,Poison,Dragon,Pressure,,,Purple,Undiscovered,,Legendary,,False
1067,890,890_1,Eternatus,Eternamax Eternatus,8,100.0,0.0,Poison,Dragon,Pressure,,,Purple,Undiscovered,,Legendary,,False
1068,891,891_0,Kubfu,Kubfu,8,0.6,12.0,Fighting,,Inner Focus,,No Guard,Gray,Undiscovered,,Semi-Legendary,,False
1069,892,892_0,Urshifu,Urshifu Single Strike Style,8,1.9,105.0,Fighting,Dark,Unseen Fist,,,Gray,Undiscovered,,Semi-Legendary,,False
1070,892,892_1,Urshifu,Urshifu Rapid Strike Style,8,1.9,105.0,Fighting,Water,Unseen Fist,,,Gray,Undiscovered,,Semi-Legendary,,False
1071,893,893_0,Zarude,Zarude,8,1.8,70.0,Dark,Grass,Leaf Guard,,,Green,Undiscovered,,Mythical,,False
1072,894,894_0,Regieleki,Regieleki,8,1.2,145.0,Electric,,Transistor,,,Yellow,Undiscovered,,Semi-Legendary,,False
1073,895,895_0,Regidrago,Regidrago,8,2.1,200.0,Dragon,,Dragon's Maw,,,Green,Undiscovered,,Semi-Legendary,,False
1074,896,896_0,Glastrier,Glastrier,8,2.2,800.0,Ice,,Chilling Neigh,,,White,Undiscovered,,Semi-Legendary,,False
1075,897,897_0,Spectrier,Spectrier,8,2.0,44.5,Ghost,,Grim Neigh,,,Black,Undiscovered,,Semi-Legendary,,False
1076,898,898_0,Calyrex,Calyrex,8,1.1,7.7,Psychic,Grass,Unnerve,,,Green,Undiscovered,,Legendary,,False
1077,898,898_1,Calyrex,Calyrex Ice Rider,8,2.4,809.1,Psychic,Ice,As One,,,White,Undiscovered,,Legendary,,False
1078,898,898_2,Calyrex,Calyrex Shadow Rider,8,2.4,53.6,Psychic,Ghost,As One,,,Black,Undiscovered,,Legendary,,False
1079,899,899_0,Wyrdeer,Wyrdeer,8,1.8,95.1,Normal,Psychic,Intimidate,Frisk,Sap Sipper,White,Ground,,Ordinary,,False
1080,900,900_0,Kleavor,Kleavor,8,1.8,89.0,Bug,Rock,Swarm,Sheer Force,Sharpness,Brown,Bug,,Ordinary,,False
1081,901,901_0,Ursaluna,Ursaluna,8,2.4,290.0,Ground,Normal,Guts,Bulletproof,Unnerve,Brown,Ground,,Ordinary,,False
1082,902,902_0,Basculegion,Basculegion Male,8,3.0,110.0,Water,Ghost,Swift Swim,Adaptability,Mold Breaker,Green,Water2,,Ordinary,,False
1083,902,902_1,Basculegion,Basculegion Felame,8,3.0,110.0,Water,Ghost,Swift Swim,Adaptability,Mold Breaker,Green,Water2,,Ordinary,,False
1084,903,903_0,Sneasler,Sneasler,8,1.3,43.0,Fighting,Poison,Pressure,Unburden,Poison Touch,Purple,Ground,,Ordinary,,False
1085,904,904_0,Overqwil,Overqwil,8,2.5,60.5,Dark,Poison,Poison Point,Swift Swim,Intimidate,Gray,Water2,,Ordinary,,False
1086,905,905_0,Enamorus,Enamorus Incarnate Style,8,1.6,48.0,Fairy,Flying,Cute Charm,,Contrary,Pink,Undiscovered,,Semi-Legendary,,False
1087,905,905_1,Enamorus,Enamorus Therian Style,8,1.6,48.0,Fairy,Flying,Overcoat,,,Pink,Undiscovered,,Semi-Legendary,,False
1088,906,906_0,Sprigatito,Sprigatito,9,0.4,4.1,Grass,,Overgrow,,Protean,Green,Ground,Grass,Ordinary,,False
1089,907,907_0,Floragato,Floragato,9,0.9,12.2,Grass,,Overgrow,,Protean,Green,Ground,Grass,Ordinary,,False
1090,908,908_0,Meowscarada,Meowscarada,9,1.5,31.2,Grass,Dark,Overgrow,,Protean,Green,Ground,Grass,Ordinary,,False
1091,909,909_0,Fuecoco,Fuecoco,9,0.4,9.8,Fire,,Blaze,,Unaware,Red,Ground,,Ordinary,,False
1092,910,910_0,Crocalor,Crocalor,9,1.0,30.7,Fire,,Blaze,,Unaware,Red,Ground,,Ordinary,,False
1093,911,911_0,Skeledirge,Skeledirge,9,1.6,326.5,Fire,Ghost,Blaze,,Unaware,Red,Ground,,Ordinary,,False
1094,912,912_0,Quaxly,Quaxly,9,0.5,6.1,Water,,Torrent,,Moxie,Blue,Flying,Water1,Ordinary,,False
1095,913,913_0,Quaxwell,Quaxwell,9,1.2,21.5,Water,,Torrent,,Moxie,Blue,Flying,Water1,Ordinary,,False
1096,914,914_0,Quaquaval,Quaquaval,9,1.8,61.9,Water,Fighting,Torrent,,Moxie,Blue,Flying,Water1,Ordinary,,False
1097,915,915_0,Lechonk,Lechonk,9,0.5,10.2,Normal,,Aroma Veil,Gluttony,Thick Fat,Gray,Ground,,Ordinary,,False
1098,916,916_0,Oinkologne,Oinkologne,9,1.0,120.0,Normal,,Lingering Aroma,Gluttony,Thick Fat,Gray,Ground,,Ordinary,,False
1099,916,916_1,Oinkologne,Oinkologne,9,1.0,120.0,Normal,,Aroma Veil,Gluttony,Thick Fat,Brown,Ground,,Ordinary,,False
1100,917,917_0,Tarountula,Tarountula,9,0.3,4.0,Bug,,Insomnia,,Stakeout,White,Bug,,Ordinary,,False
1101,918,918_0,Spidops,Spidops,9,1.0,16.5,Bug,,Insomnia,,Stakeout,Green,Bug,,Ordinary,,False
1102,919,919_0,Nymble,Nymble,9,0.2,1.0,Bug,,Swarm,,Tinted Lens,Gray,Bug,,Ordinary,,False
1103,920,920_0,Lokix,Lokix,9,1.0,17.5,Bug,Dark,Swarm,,Tinted Lens,Gray,Bug,,Ordinary,,False
1104,921,921_0,Pawmi,Pawmi,9,0.3,2.5,Electric,,Static,Natural Cure,Iron Fist,Yellow,Ground,,Ordinary,,False
1105,922,922_0,Pawmo,Pawmo,9,0.4,6.5,Electric,Fighting,Volt Absorb,Natural Cure,Iron Fist,Yellow,Ground,,Ordinary,,False
1106,923,923_0,Pawmot,Pawmot,9,0.9,41.0,Electric,Fighting,Volt Absorb,Natural Cure,Iron Fist,Yellow,Ground,,Ordinary,,False
1107,924,924_0,Tandemaus,Tandemaus,9,0.3,1.8,Normal,,Run Away,Pickup,Own Tempo,White,Ground,Fairy,Ordinary,,False
1108,925,925_0,Maushold,Maushold Family of Three,9,0.3,2.3,Normal,,Friend Guard,Cheek Pouch,Technician,White,Ground,Fairy,Ordinary,,False
1109,925,925_1,Maushold,Maushold Family of Four,9,0.3,2.8,Normal,,Friend Guard,Cheek Pouch,Technician,White,Ground,Fairy,Ordinary,,False
1110,926,926_0,Fidough,Fidough,9,0.3,10.9,Fairy,,Own Tempo,,Klutz,Yellow,Ground,Mineral,Ordinary,,False
1111,927,927_0,Dachsbun,Dachsbun,9,0.5,14.9,Fairy,,Well-Baked Body,,Aroma Veil,Brown,Ground,Mineral,Ordinary,,False
1112,928,928_0,Smoliv,Smoliv,9,0.3,6.5,Grass,Normal,Early Bird,,Harvest,Green,Grass,,Ordinary,,False
1113,929,929_0,Dolliv,Dolliv,9,0.6,11.9,Grass,Normal,Early Bird,,Harvest,Green,Grass,,Ordinary,,False
1114,930,930_0,Arboliva,Arboliva,9,1.4,48.2,Grass,Normal,Seed Sower,,Harvest,Green,Grass,,Ordinary,,False
1115,931,931_0,Squawkabilly,Squawkabilly Green Plumage,9,0.6,2.4,Normal,Flying,Intimidate,Guts,Guts,Green,Flying,,Ordinary,,False
1116,931,931_1,Squawkabilly,Squawkabilly Blue Plumage,9,0.6,2.4,Normal,Flying,Intimidate,Guts,Guts,Green,Flying,,Ordinary,,False
1117,931,931_2,Squawkabilly,Squawkabilly Yellow Plumage,9,0.6,2.4,Normal,Flying,Intimidate,Guts,Sheer Force,Green,Flying,,Ordinary,,False
1118,931,931_3,Squawkabilly,Squawkabilly White Plumage,9,0.6,2.4,Normal,Flying,Intimidate,Guts,Sheer Force,Green,Flying,,Ordinary,,False
1119,932,932_0,Nacli,Nacli,9,0.4,16.0,Rock,,Purifying Salt,Sturdy,Clear Body,Brown,Mineral,,Ordinary,,False
1120,933,933_0,Naclstack,Naclstack,9,0.6,105.0,Rock,,Purifying Salt,Sturdy,Clear Body,Brown,Mineral,,Ordinary,,False
1121,934,934_0,Garganacl,Garganacl,9,2.3,240.0,Rock,,Purifying Salt,Sturdy,Clear Body,Brown,Mineral,,Ordinary,,False
1122,935,935_0,Charcadet,Charcadet,9,0.6,10.5,Fire,,Flash Fire,,Flame Body,Red,Human-Like,,Ordinary,,False
1123,936,936_0,Armarouge,Armarouge,9,1.5,85.0,Fire,Psychic,Flash Fire,,Weak Armor,Red,Human-Like,,Ordinary,,False
1124,937,937_0,Ceruledge,Ceruledge,9,1.6,62.0,Fire,Ghost,Flash Fire,,Weak Armor,Blue,Human-Like,,Ordinary,,False
1125,938,938_0,Tadbulb,Tadbulb,9,0.3,0.4,Electric,,Own Tempo,Static,Damp,Yellow,Water1,,Ordinary,,False
1126,939,939_0,Bellibolt,Bellibolt,9,1.2,113.0,Electric,,Electromorphosis,Static,Damp,Green,Water1,,Ordinary,,False
1127,940,940_0,Wattrel,Wattrel,9,0.4,3.6,Electric,Flying,Wind Power,Volt Absorb,Competitive,Black,Water1,Flying,Ordinary,,False
1128,941,941_0,Kilowattrel,Kilowattrel,9,1.4,38.6,Electric,Flying,Wind Power,Volt Absorb,Competitive,Yellow,Water1,Flying,Ordinary,,False
1129,942,942_0,Maschiff,Maschiff,9,0.5,16.0,Dark,,Intimidate,Run Away,Stakeout,Brown,Ground,,Ordinary,,False
1130,943,943_0,Mabosstiff,Mabosstiff,9,1.1,61.0,Dark,,Intimidate,Guard Dog,Stakeout,Gray,Ground,,Ordinary,,False
1131,944,944_0,Shroodle,Shroodle,9,0.2,0.7,Poison,Normal,Unburden,Pickpocket,Prankster,Gray,Ground,,Ordinary,,False
1132,945,945_0,Grafaiai,Grafaiai,9,0.7,27.2,Poison,Normal,Unburden,Poison Touch,Prankster,Gray,Ground,,Ordinary,,False
1133,946,946_0,Bramblin,Bramblin,9,0.6,0.6,Grass,Ghost,Wind Rider,,Infiltrator,Brown,Grass,,Ordinary,,False
1134,947,947_0,Brambleghast,Brambleghast,9,1.2,6.0,Grass,Ghost,Wind Rider,,Infiltrator,Brown,Grass,,Ordinary,,False
1135,948,948_0,Toedscool,Toedscool,9,0.9,33.0,Ground,Grass,Mycelium Might,,,Yellow,Grass,,Ordinary,,False
1136,949,949_0,Toedscruel,Toedscruel,9,1.9,58.0,Ground,Grass,Mycelium Might,,,Black,Grass,,Ordinary,,False
1137,950,950_0,Klawf,Klawf,9,1.3,79.0,Rock,,Anger Shell,Shell Armor,Regenerator,Red,Water3,,Ordinary,,False
1138,951,951_0,Capsakid,Capsakid,9,0.3,3.0,Grass,,Chlorophyll,Insomnia,Klutz,Green,Grass,,Ordinary,,False
1139,952,952_0,Scovillain,Scovillain,9,0.9,15.0,Grass,Fire,Chlorophyll,Insomnia,Moody,Green,Grass,,Ordinary,,False
1140,953,953_0,Rellor,Rellor,9,0.2,1.0,Bug,,Compound Eyes,,Shed Skin,Brown,Bug,,Ordinary,,False
1141,954,954_0,Rabsca,Rabsca,9,0.3,3.5,Bug,Psychic,Synchronize,,Telepathy,Green,Bug,,Ordinary,,False
1142,955,955_0,Flittle,Flittle,9,0.2,1.5,Psychic,,Anticipation,Frisk,Speed Boost,Yellow,Flying,,Ordinary,,False
1143,956,956_0,Espathra,Espathra,9,1.9,90.0,Psychic,,Opportunist,Frisk,Speed Boost,Yellow,Flying,,Ordinary,,False
1144,957,957_0,Tinkatink,Tinkatink,9,0.4,8.9,Fairy,Steel,Mold Breaker,Own Tempo,Pickpocket,Pink,Fairy,,Ordinary,,False
1145,958,958_0,Tinkatuff,Tinkatuff,9,0.7,59.1,Fairy,Steel,Mold Breaker,Own Tempo,Pickpocket,Pink,Fairy,,Ordinary,,False
1146,959,959_0,Tinkaton,Tinkaton,9,0.7,112.8,Fairy,Steel,Mold Breaker,Own Tempo,Pickpocket,Pink,Fairy,,Ordinary,,False
1147,960,960_0,Wiglett,Wiglett,9,1.2,1.8,Water,,Gooey,Rattled,Sand Veil,White,Water3,,Ordinary,,False
1148,961,961_0,Wugtrio,Wugtrio,9,1.2,5.4,Water,,Gooey,Rattled,Sand Veil,Red,Water3,,Ordinary,,False
1149,962,962_0,Bombirdier,Bombirdier,9,1.5,42.9,Flying,Dark,Big Pecks,Keen Eye,Rocky Payload,White,Flying,,Ordinary,,False
1150,963,963_0,Finizen,Finizen,9,1.3,60.2,Water,,Water Veil,,,Blue,Ground,Water2,Ordinary,,False
1151,964,964_0,Palafin,Palafin Zero Form,9,1.3,60.2,Water,,Zero to Hero,,,Blue,Ground,Water2,Ordinary,,False
1152,964,964_1,Palafin,Palafin Hero Form,9,1.8,97.4,Water,,Zero to Hero,,,Blue,Ground,Water2,Ordinary,,False
1153,965,965_0,Varoom,Varoom,9,1.0,35.0,Steel,Poison,Overcoat,,Slow Start,Gray,Mineral,,Ordinary,,False
1154,966,966_0,Revavroom,Revavroom,9,1.8,120.0,Steel,Poison,Overcoat,,Filter,Gray,Mineral,,Ordinary,,False
